"vnum"	"name"	"locale_name"	"rank"	"type"	"battle_type"	"level"	"size"	"ai_flag"	"mount_capacity"	"setRaceFlag"	"setImmuneFlag"	"empire"	"folder"	"on_click"	"st"	"dx"	"ht"	"iq"	"damage_min"	"damage_max"	"max_hp"	"regen_cycle"	"regen_percent"	"gold_min"	"gold_max"	"exp"	"def"	"attack_speed"	"move_speed"	"aggressive_hp_pct"	"aggressive_sight"	"attack_range"	"drop_item"	"resurrection_vnum"	"enchant_curse"	"enchant_slow"	"enchant_poison"	"enchant_stun"	"enchant_critical"	"enchant_penetrate"	"enchant_fire"	"enchant_root"	"resist_sword"	"resist_twohand"	"resist_dagger"	"resist_bell"	"resist_fan"	"resist_bow"	"resist_fire"	"resist_elect"	"resist_magic"	"resist_wind"	"resist_poison"	"dam_multiply"	"summon"	"drain_sp"	"mob_color"	"polymorph_item"	"skill_level0"	"skill_vnum0"	"skill_level1"	"skill_vnum1"	"skill_level2"	"skill_vnum2"	"skill_level3"	"skill_vnum3"	"skill_level4"	"skill_vnum4"	"sp_berserk"	"sp_stoneskin"	"sp_godspeed"	"sp_deathblow"	"sp_revive"	"fraction"
"7064"	"...."	"NoNAme"	"1"	"0"	"0"	"81"	"NONE"	"AGGR,NOMOVE"	"0"	"DESERT"	""	"0"	"evil_eye"	"0"	"78"	"104"	"52"	"20"	"173"	"320"	"5523"	"7"	"5"	"511"	"767"	"2689"	"70"	"110"	"100"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"5"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"50"	"10"	"20"	"0"	"0"	"0"	"1.5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7065"	"...."	"NoNAme"	"1"	"0"	"0"	"81"	"NONE"	"AGGR"	"0"	"DESERT"	""	"0"	"giant_scorpion"	"0"	"79"	"105"	"52"	"20"	"225"	"275"	"5676"	"7"	"5"	"518"	"780"	"2732"	"71"	"110"	"80"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"50"	"10"	"20"	"0"	"0"	"0"	"1.5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7066"	"...."	"NoNAme"	"2"	"0"	"0"	"82"	"NONE"	"AGGR"	"0"	"DESERT"	"POISON"	"0"	"scorpionman_sword"	"0"	"79"	"105"	"53"	"20"	"176"	"329"	"5834"	"7"	"5"	"575"	"862"	"2776"	"72"	"120"	"120"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"50"	"10"	"20"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7067"	"...."	"NoNAme"	"1"	"0"	"1"	"83"	"NONE"	"AGGR"	"0"	"DESERT"	"POISON"	"0"	"scorpionman_bow"	"0"	"81"	"107"	"53"	"20"	"176"	"329"	"7778"	"12"	"10"	"858"	"1288"	"4626"	"72"	"70"	"70"	"100"	"2000"	"850"	"0"	"0"	"0"	"0"	"5"	"0"	"5"	"5"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"5"	"10"	"20"	"0"	"0"	"0"	"1.5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7068"	"......"	"NoNAme"	"2"	"0"	"0"	"83"	"NONE"	"AGGR"	"0"	"DESERT"	"POISON"	"0"	"snakeman_sword"	"0"	"108"	"53"	"81"	"21"	"230"	"283"	"7993"	"12"	"10"	"871"	"1308"	"4698"	"73"	"120"	"110"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"10"	"10"	"20"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7069"	"......"	"NoNAme"	"2"	"0"	"1"	"84"	"NONE"	"AGGR"	"0"	"DESERT"	"POISON"	"0"	"snakeman_bow"	"0"	"109"	"82"	"55"	"21"	"182"	"338"	"8207"	"7"	"5"	"883"	"1324"	"4770"	"75"	"70"	"110"	"100"	"2000"	"850"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"5"	"10"	"20"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7070"	"......"	"NoNAme"	"3"	"0"	"0"	"85"	"NONE"	"AGGR"	"0"	"DESERT"	""	"0"	"outlaw"	"0"	"129"	"126"	"55"	"21"	"182"	"338"	"12823"	"7"	"10"	"1126"	"1688"	"9540"	"75"	"110"	"120"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"5"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"0"	"10"	"20"	"0"	"0"	"0"	"2.5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7071"	"....."	"NoNAme"	"1"	"0"	"0"	"33"	"NONE"	"AGGR"	"0"	"FIRE,ATT_FIRE"	""	"0"	"fire_tiger"	"0"	"37"	"49"	"25"	"12"	"73"	"89"	"1733"	"10"	"9"	"549"	"823"	"1862"	"39"	"110"	"130"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"50"	"90"	"0"	"0"	"0"	"0"	"1.5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7072"	".."	"NoNAme"	"1"	"0"	"2"	"35"	"NONE"	"AGGR,NOMOVE"	"0"	"FIRE,ATT_FIRE"	""	"0"	"fire_ghost"	"0"	"38"	"25"	"50"	"13"	"59"	"110"	"1852"	"10"	"9"	"580"	"871"	"1974"	"41"	"110"	"130"	"100"	"2000"	"850"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"5"	"90"	"0"	"0"	"0"	"0"	"1.5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7073"	"..."	"NoNAme"	"2"	"0"	"0"	"36"	"NONE"	"AGGR"	"0"	"FIRE,ATT_FIRE"	""	"0"	"fire_tiger_boss"	"0"	"38"	"50"	"25"	"13"	"78"	"95"	"3010"	"5"	"9"	"596"	"893"	"4060"	"42"	"110"	"130"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"10"	"90"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7074"	"..."	"NoNAme"	"2"	"0"	"4"	"38"	"NONE"	"AGGR"	"0"	"FIRE,ATT_FIRE"	"CURSE"	"0"	"fire_man"	"0"	"26"	"39"	"51"	"13"	"63"	"117"	"3249"	"5"	"9"	"627"	"941"	"4284"	"44"	"110"	"130"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"5"	"90"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"20"	"0"	"0"	"0"	"0"
"7075"	"...."	"NoNAme"	"3"	"0"	"4"	"40"	"NONE"	"AGGR"	"0"	"FIRE,ATT_FIRE"	"SLOW,CURSE"	"0"	"fire_knight"	"0"	"51"	"26"	"39"	"13"	"66"	"122"	"3500"	"5"	"9"	"658"	"988"	"4508"	"46"	"110"	"130"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"0"	"90"	"0"	"0"	"0"	"0"	"2.5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"20"	"0"	"0"	"0"
"7076"	"....."	"NoNAme"	"1"	"0"	"0"	"54"	"NONE"	"AGGR"	"0"	"FIRE,ATT_FIRE"	""	"0"	"fire_tiger"	"0"	"69"	"52"	"35"	"17"	"109"	"134"	"2433"	"7"	"2"	"273"	"409"	"1302"	"62"	"110"	"130"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"50"	"90"	"0"	"0"	"0"	"0"	"1.5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7077"	".."	"NoNAme"	"1"	"0"	"2"	"54"	"NONE"	"AGGR,NOMOVE"	"0"	"FIRE,ATT_FIRE"	""	"0"	"fire_ghost"	"0"	"69"	"52"	"35"	"17"	"110"	"146"	"3244"	"12"	"7"	"374"	"561"	"2170"	"62"	"110"	"130"	"100"	"2000"	"850"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"5"	"90"	"0"	"0"	"0"	"0"	"1.5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7078"	"..."	"NoNAme"	"2"	"0"	"0"	"55"	"NONE"	"AGGR"	"0"	"FIRE,ATT_FIRE"	""	"0"	"fire_tiger_boss"	"0"	"71"	"53"	"35"	"18"	"112"	"161"	"2508"	"7"	"2"	"277"	"416"	"1326"	"63"	"110"	"130"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"10"	"90"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7079"	"..."	"NoNAme"	"2"	"0"	"4"	"56"	"NONE"	"AGGR"	"0"	"FIRE,ATT_FIRE"	"CURSE"	"0"	"fire_man"	"0"	"72"	"54"	"36"	"18"	"113"	"138"	"5382"	"7"	"7"	"472"	"708"	"4500"	"64"	"110"	"130"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"5"	"90"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"20"	"0"	"0"	"0"	"0"
"7080"	"...."	"NoNAme"	"3"	"0"	"4"	"57"	"NONE"	"AGGR"	"0"	"FIRE,ATT_FIRE"	"SLOW,CURSE"	"0"	"fire_knight"	"0"	"73"	"55"	"37"	"18"	"115"	"140"	"5542"	"7"	"7"	"480"	"721"	"4580"	"65"	"110"	"130"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"0"	"90"	"0"	"0"	"0"	"0"	"2.5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"20"	"0"	"0"	"0"
"7081"	"....."	"NoNAme"	"1"	"0"	"0"	"82"	"NONE"	"AGGR"	"0"	"FIRE,ATT_FIRE"	""	"0"	"fire_tiger"	"0"	"79"	"105"	"53"	"20"	"176"	"329"	"5834"	"7"	"5"	"575"	"862"	"2776"	"72"	"110"	"130"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"50"	"90"	"0"	"0"	"0"	"0"	"1.5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7082"	".."	"NoNAme"	"1"	"0"	"2"	"83"	"NONE"	"AGGR,NOMOVE"	"0"	"FIRE,ATT_FIRE"	""	"0"	"fire_ghost"	"0"	"81"	"107"	"53"	"20"	"176"	"329"	"7778"	"12"	"10"	"858"	"1288"	"4626"	"72"	"110"	"130"	"100"	"2000"	"850"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"5"	"90"	"0"	"0"	"0"	"0"	"1.5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7083"	"..."	"NoNAme"	"2"	"0"	"0"	"83"	"NONE"	"AGGR"	"0"	"FIRE,ATT_FIRE"	""	"0"	"fire_tiger_boss"	"0"	"108"	"53"	"81"	"21"	"230"	"283"	"7993"	"12"	"10"	"871"	"1308"	"4698"	"73"	"110"	"130"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"10"	"90"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7084"	"..."	"NoNAme"	"2"	"0"	"4"	"84"	"NONE"	"AGGR"	"0"	"FIRE,ATT_FIRE"	"CURSE"	"0"	"fire_man"	"0"	"109"	"82"	"55"	"21"	"182"	"338"	"8207"	"7"	"5"	"883"	"1324"	"4770"	"75"	"110"	"130"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"5"	"90"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"20"	"0"	"0"	"0"	"0"
"7085"	"...."	"NoNAme"	"3"	"0"	"4"	"85"	"NONE"	"AGGR"	"0"	"FIRE,ATT_FIRE"	"SLOW,CURSE"	"0"	"fire_knight"	"0"	"129"	"126"	"55"	"21"	"182"	"338"	"12823"	"7"	"10"	"1126"	"1688"	"9540"	"75"	"110"	"130"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"15"	"20"	"0"	"0"	"15"	"15"	"15"	"15"	"15"	"0"	"90"	"0"	"0"	"0"	"0"	"2.5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"20"	"0"	"0"	"0"
"7086"	"...."	"NoNAme"	"0"	"0"	"0"	"35"	"NONE"	""	"0"	"ATT_EARTH"	""	"0"	"ent_guru"	"0"	"38"	"25"	"50"	"13"	"59"	"110"	"1852"	"10"	"9"	"580"	"871"	"1974"	"41"	"130"	"100"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"5"	"0"	"0"	"-5"	"-15"	"0"	"5"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"1.12"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7087"	".."	"NoNAme"	"1"	"0"	"1"	"36"	"NONE"	""	"0"	"ATT_EARTH"	""	"0"	"ent_hu"	"0"	"38"	"50"	"25"	"13"	"78"	"95"	"3010"	"5"	"9"	"596"	"893"	"4060"	"42"	"110"	"100"	"100"	"2000"	"650"	"0"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"10"	"10"	"5"	"-10"	"-10"	"10"	"0"	"0"	"0"	"0"	"0"	"1.44"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7088"	"...."	"NoNAme"	"1"	"0"	"0"	"38"	"NONE"	""	"0"	"ATT_EARTH"	""	"0"	"ent_red"	"0"	"26"	"39"	"51"	"13"	"63"	"117"	"3249"	"5"	"9"	"627"	"941"	"4284"	"44"	"125"	"100"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"5"	"0"	"0"	"-5"	"-15"	"-5"	"5"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"1.44"	"0"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7089"	"..."	"NoNAme"	"2"	"0"	"0"	"40"	"NONE"	"AGGR"	"0"	"ATT_EARTH"	"SLOW,CURSE"	"0"	"ent_black"	"0"	"51"	"26"	"39"	"13"	"66"	"122"	"3500"	"5"	"9"	"658"	"988"	"4508"	"46"	"125"	"100"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"3"	"0"	"5"	"10"	"0"	"0"	"10"	"0"	"10"	"15"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"1.6"	"0"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7090"	"...."	"NoNAme"	"0"	"0"	"0"	"54"	"NONE"	""	"0"	"ATT_EARTH"	""	"0"	"ent_guru"	"0"	"69"	"52"	"35"	"17"	"110"	"146"	"3244"	"12"	"7"	"374"	"561"	"2170"	"62"	"130"	"100"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"5"	"0"	"0"	"-5"	"-15"	"0"	"5"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"1.12"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7091"	".."	"NoNAme"	"1"	"0"	"1"	"55"	"NONE"	""	"0"	"ATT_EARTH"	""	"0"	"ent_hu"	"0"	"71"	"53"	"35"	"18"	"112"	"161"	"2508"	"7"	"2"	"277"	"416"	"1326"	"63"	"110"	"100"	"100"	"2000"	"650"	"0"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"10"	"10"	"5"	"-10"	"-10"	"10"	"0"	"0"	"0"	"0"	"0"	"1.44"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7092"	"...."	"NoNAme"	"1"	"0"	"0"	"56"	"NONE"	""	"0"	"ATT_EARTH"	""	"0"	"ent_red"	"0"	"72"	"54"	"36"	"18"	"113"	"138"	"5382"	"7"	"7"	"472"	"708"	"4500"	"64"	"125"	"100"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"5"	"0"	"0"	"-5"	"-15"	"-5"	"5"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"1.44"	"0"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7093"	"..."	"NoNAme"	"2"	"0"	"0"	"57"	"NONE"	"AGGR"	"0"	"ATT_EARTH"	"SLOW,CURSE"	"0"	"ent_black"	"0"	"73"	"55"	"37"	"18"	"115"	"140"	"5542"	"7"	"7"	"480"	"721"	"4580"	"65"	"125"	"100"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"3"	"0"	"5"	"10"	"0"	"0"	"10"	"0"	"10"	"15"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"1.6"	"0"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7094"	"...."	"NoNAme"	"0"	"0"	"0"	"83"	"NONE"	""	"0"	"ATT_EARTH"	""	"0"	"ent_guru"	"0"	"81"	"107"	"53"	"20"	"176"	"329"	"7778"	"12"	"10"	"858"	"1288"	"4626"	"72"	"130"	"100"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"5"	"0"	"0"	"-5"	"-15"	"0"	"5"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"1.12"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7095"	".."	"NoNAme"	"1"	"0"	"1"	"83"	"NONE"	""	"0"	"ATT_EARTH"	""	"0"	"ent_hu"	"0"	"108"	"53"	"81"	"21"	"230"	"283"	"7993"	"12"	"10"	"871"	"1308"	"4698"	"73"	"110"	"100"	"100"	"2000"	"650"	"0"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"10"	"10"	"5"	"-10"	"-10"	"10"	"0"	"0"	"0"	"0"	"0"	"1.44"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7096"	"...."	"NoNAme"	"1"	"0"	"0"	"84"	"NONE"	""	"0"	"ATT_EARTH"	""	"0"	"ent_red"	"0"	"109"	"82"	"55"	"21"	"182"	"338"	"8207"	"7"	"5"	"883"	"1324"	"4770"	"75"	"125"	"100"	"100"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"5"	"0"	"0"	"-5"	"-15"	"-5"	"5"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"1.44"	"0"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7501"	"7501"	"aoe_tree_big"	"5"	"10"	"3"	"5"	"NONE"	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"6"	"0"	"16000"	"22000"	"100"	"5"	"1"	"1"	"3"	"1"	"8"	"5"	"36"	"0"	"2000"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100"	"0"	"0"	"0"	"0"	"0"	"0"	"28"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7502"	"7501"	"aoe_tree_small"	"5"	"10"	"3"	"5"	"NONE"	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"6"	"0"	"1000"	"2000"	"100"	"5"	"1"	"1"	"3"	"1"	"8"	"1"	"16"	"0"	"2000"	"150"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"7503"	"7503"	"aoe_giant"	"5"	"10"	"3"	"5"	"NONE"	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"6"	"0"	"16000"	"22000"	"100"	"5"	"1"	"1"	"3"	"1"	"8"	"4"	"1"	"0"	"2000"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100"	"0"	"0"	"0"	"0"	"0"	"0"	"29"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"8001"	"???"	"Metin Cierpienia"	"5"	"2"	"3"	"5"	"NONE"	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"14550"	"5"	"1"	"85"	"127"	"1"	"8"	"104"	"109"	"0"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"8002"	"???"	"Metin Walki"	"5"	"2"	"3"	"10"	"NONE"	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"12"	"0"	"0"	"0"	"23250"	"5"	"1"	"153"	"228"	"3"	"14"	"110"	"114"	"0"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"8003"	"???"	"Metin Bitwy"	"5"	"2"	"3"	"15"	"NONE"	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"18"	"0"	"0"	"0"	"34050"	"5"	"1"	"220"	"329"	"5"	"19"	"115"	"121"	"0"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"8004"	"???"	"Metin Chciwości"	"5"	"2"	"3"	"20"	"NONE"	"NOMOVE"	"0"	""	"STUN,SLOW,CURSE,TERROR"	"0"	""	"0"	"0"	"0"	"24"	"0"	"0"	"0"	"47400"	"5"	"1"	"287"	"430"	"8"	"25"	"122"	"126"	"0"	"2000"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
