"vnum"	"name"	"locale_name"	"type"	"subtype"	"stack"	"weight"	"size"	"antiflag"	"flag"	"wearflag"	"immuneflag"	"gold"	"shop_buy_price"	"refined_vnum"	"refine_set"	"magic_pct"	"specular"	"socket_pct"	"addon_type"	"limittype0"	"limitvalue0"	"limittype1"	"limitvalue1"	"applytype0"	"applyvalue0"	"applytype1"	"applyvalue1"	"applytype2"	"applyvalue2"	"value0"	"value1"	"value2"	"value3"	"value4"	"value5"	"socket0"	"socket1"	"socket2"	"socket3"	"socket4"	"socket5"
"30007"	"żő±ÍŔÇ şÎŔű"	"Amulet Orka"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30008"	"ąĐ±łŔÔą®Ľ­"	"Ezoteryczny Przewodnik"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30009"	"ľË Ľö ľř´Â ľŕ"	"Nieznane Lekarstwo"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30010"	"°őŔÇ ľµ°ł"	"Żółć Niedźwiedzia"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30011"	"˝ÇĹ¸·ˇ"	"Kłąb"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30012"	"Ľúş´"	"Butelka Wina"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30013"	"Ľúµ¶"	"Dzban Likieru"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30014"	"ĽłŔÎŔÇ ĹĐ"	"Futro Yeti"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30015"	"»ç±ÍŔÇ ŔŻÇ°"	"Pamiątka Po Demonie"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30016"	"»ç±ÍŔÇ ş¸Ľ®"	"Klejnot Demona"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30017"	"şńłŕ"	"Ozdobna Spinka Do Włosów"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30018"	"şÓŔş ´ó±â"	"Czerwona Wstęga"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30019"	"şŇĹ¸´Â °ĄÄű"	"Płonąca Grzywa"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30020"	"şąĽţľĆľľ"	"Nasionko Brzoskwini"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30021"	"±úÁř ş¸Ľ®Á¶°˘"	"Kawałek Klejnotu"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30022"	"ąěŔÇ ˛ż¸®"	"Ogon Węża"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30023"	"ąéČŁ°ˇÁ×"	"Futro Białego Tygrysa"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30024"	"¸»˛ż¸®"	"Ogon Konia"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30025"	"°ĹąĚŔÇ µ¶ÁÖ¸Ó´Ď"	"Worek z Pajęczą Trucizną"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30026"	"´Á´ëŔÇ Ă˘ŔÚ"	"Kiszka Wilka"	"5"	"0"	"200"	"0"	"1"	"74112"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30027"	"´Á´ëĹĐ"	"Futro Wilka"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30028"	"´Á´ëąßĹé"	"Szpon Wilka"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30029"	"´Á´ëŔÇ °Ł"	"Wątroba Wilka"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30030"	"łě˝Ľ ´Ü°ËÁ¶°˘"	"Zardzewiałe Ostrze"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30031"	"łë¸®°ł"	"Ornament"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30032"	"ł°Ŕş Čć»öµµşą"	"Czarny Uniform"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30033"	"±úÁř »ç±â±×¸©"	"Stłuczona Porcelana"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30034"	"Čň»ö ´ó±â"	"Biała Wstęga"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30035"	"Č­ŔĺÇ°"	"Krem Do Twarzy"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30036"	"Č­şŇĂĘ"	"Mistyczne Zioło"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30037"	"ČŁ¶űŔĚąßĹé"	"Szpon Tygrysa"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30038"	"ČŁ¶űŔĚ°ˇÁ×"	"Skóra Tygrysa"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30039"	"Çë°ŇÁ¶°˘"	"Kawałek Płótna"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30040"	"Ç®ŔŮ"	"Liść"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30041"	"ÇĄĂ˘"	"Shuriken"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30042"	"ĹőÁöąüŔÇ ŔĚ»ˇ"	"Pazur Tygrysa"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30043"	"ÄáłŞą«ŔÇ ż­¸Ĺ"	"Fasola"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30044"	"ÁřČë"	"Glina"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30045"	"Ŕü°ĄŔÇ µ¶Ä§"	"Igła Skorpiona"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30046"	"Ŕü°ĄŔÇ ˛ż¸®"	"Ogon Skorpiona"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30047"	"ŔúÁÖŔÇ Ľ­"	"Księga Klątw"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30048"	"ľóŔ˝Á¶°˘"	"Kawałek Lodu"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30049"	"ľóŔ˝»Ôąü°í·ˇŔÇ »Ô"	"Lodowy Róg Wieloryba"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30050"	"ľóŔ˝±¸˝˝"	"Matowy Lód"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30051"	"ľË Ľö ľř´Â şÎŔű"	"Nieznany Talizman"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30052"	"±ęąß"	"Flaga"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30053"	"°őąßąŮ´Ú"	"Niedźwiedzia Skóra"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30054"	"°áČĄąÝÁö"	"Obrączka Ślubna"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30055"	"Ŕü°ĄŔÇ Áý°Ôąß"	"Szpon Skorpiona"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30056"	"°ĹąĚÁŮ"	"Pajęcza Sieć"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30057"	"°ĹąĚŔÇ ´«"	"Oczy Pająka"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30058"	"°ĹąĚľËÁý"	"Worek Z Pajęcz. Jajami"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30059"	"°ĹąĚ´Ů¸®"	"Nogi Pająka"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30060"	"°ł±¸¸®ÇúąŮ´Ú"	"Język Żaby"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30061"	"°ł±¸¸®´Ů¸®"	"Żabie Udka"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30062"	"ą°ľŕ»óÁˇ±×¸©"	"Czara Lekarstwa"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30063"	"ÇÇşÎľŕ"	"Lekarstwo Na Skórę"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30064"	"Č­»ě Á¦ŔŰżë µą"	"Ostry Kamień"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30065"	"ąćżď"	"Dzwonek"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30066"	"Ă»ľç°íĂß"	"Ostry Pieprz"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30067"	"ąě°ˇÁ×"	"Skóra Węża"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30068"	"µÎşÎ˝şĹ×ŔĚĹ©"	"Stek Z Tofu"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30069"	"´Á´ëąßĹé+"	"Szpon Wilka+"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30070"	"´Á´ëĹĐ+"	"Futro Wilka+"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30071"	"°őŔÇ ľµ°ł+"	"Żółć Niedźwiedzia+"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30072"	"°őąßąŮ´Ú+"	"Niedźwiedzia Skóra+"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30073"	"Čň»ö ´ó±â+"	"Biała Wstęga+"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30074"	"ł°Ŕş Čć»öµµşą+"	"Czarny Uniform+"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30075"	"ÇĄĂ˘+"	"Shuriken+"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"30076"	"żő±ÍŔÇ şÎŔű+"	"Amulet Orka+"	"5"	"0"	"200"	"0"	"1"	"0"	"4"	"0"	""	"500"	"500"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
